-65,7.810235023498535
-64,8.084102153778076
-64,8.375001430511475
-62,8.657883644104004
-65,9.06550931930542
-69,9.356925249099731
-65,9.67072057723999
-64,9.983193397521973
-63,10.31810450553894
-64,10.59116268157959
-60,10.857969522476196
-69,11.128340482711792
-69,11.41045331954956
-69,11.84291696548462
-62,12.251880645751953
-64,12.538983583450317
-62,12.824948787689209
-64,13.116610050201416
-62,13.406325340270996
-64,13.679084539413452
-64,13.95813274383545
-64,14.247339248657227
-64,14.535970211029053
-64,14.826932907104492
-64,15.146327018737793
-63,15.46974515914917
-62,15.772400140762329
-71,16.055011749267578
-65,16.34029245376587
-67,16.618956327438354
-60,16.890668392181396
-63,17.194467782974243
-67,17.52143359184265
-64,17.81111454963684
-66,18.110825300216675
-66,18.400984287261963
-66,18.697223663330078
-66,18.985414743423462
-64,19.254674196243286
-64,19.5323748588562
-65,19.815093517303467
-65,20.089306592941284
-62,20.389186143875122
-60,20.691696643829346
-60,20.974268674850464
-60,21.254141807556152
-60,21.53827428817749
-60,21.813565969467163
-60,22.094117641448975
-65,22.381837368011475
-65,22.671342134475708
-63,22.983086109161377
-67,23.267990589141846
-69,23.552032709121704
-64,23.961214303970337
-64,24.32526445388794
-66,24.729453563690186
-61,25.071649074554443
-64,25.369105339050293
